Family_type,First_stage,Second_stage,Third_stage,Fourth_stage,Anomaly_identification,S1_efficiency,S2_efficiency,S3_efficiency,S4_efficiency,wait_to_process_ratio,longest_stage,shortest_stage,stage_time_std,stage_time_range,is_tardy,tardiness_per_unit,zscore_Overall_waiting_time,flag_z_Overall_waiting_time,zscore_Overall_processing_time,flag_z_Overall_processing_time,zscore_Tardiness,flag_z_Tardiness,zscore_Processing_Time_S1,flag_z_Processing_Time_S1,zscore_Processing_Time_S2,flag_z_Processing_Time_S2,zscore_Processing_Time_S3,flag_z_Processing_Time_S3,zscore_Processing_Time_S4,flag_z_Processing_Time_S4,total_z_flags
34,SMD_0,AOI_2,0,CC_1,0,0.9975186104218362,0.9973684210526316,0.0,0.9949748743718593,0.0,402,0,186.93916122631984,402,0,0.0,1.5253637211355178,0,0.41444664296553524,0,0.20065928003980532,0,0.25137156527509347,0,0.11118635085614287,0,0.9125151959633361,0,0.26024061616256194,0,0
37,SMD_1,AOI_0,SS_0,CC_1,0,0.9971830985915493,0.9886363636363636,0.993421052631579,0.9904761904761905,0.0,354,87,123.01490424605738,267,0,0.0,1.5253637211355178,0,0.6630790271113091,0,0.20065928003980532,0,0.35961429141432194,0,0.7783717042053748,0,0.5364653416022437,0,0.18606497261230898,0,0
29,SMD_3,AOI_0,SS_0,0,0,0.9736842105263158,0.9814814814814815,0.9795918367346939,0.0,0.0,53,0,23.951339558919592,53,0,0.0,1.5253637211355178,0,1.1533153181125166,0,0.20065928003980532,0,1.0744672952921435,0,0.8560576700063128,0,0.7929761694114656,0,0.6798498793419534,0,0
18,SMD_0,AOI_2,SS_3,CC_0,0,0.9986737400530504,0.9966996699669967,0.9985096870342772,0.9949748743718593,0.2692307692307692,753,198,271.9281461464897,555,0,0.0,1.4262844838501054,0,0.41491367729457235,0,0.20065928003980532,0,0.5401533696180149,0,0.2871222145817965,0,0.7560503829898556,0,0.26024061616256194,0,0
20,SMD_4,AOI_1,SS_0,0,0,0.9947368421052631,0.9982698961937716,0.99609375,0.0,0.0,577,0,240.18378379899005,577,0,0.0,1.5253637211355178,0,0.37754713719125077,0,0.20065928003980532,0,0.7316986625179198,0,0.34122015586696647,0,0.2774641174065243,0,0.6798498793419534,0,0
29,SMD_3,AOI_0,SS_0,0,0,0.9926470588235294,0.9830508474576272,0.990909090909091,0.0,0.12211221122112212,135,0,59.63500090830328,135,0,0.0,1.5182866327579883,0,1.0092315336605489,0,0.20065928003980532,0,0.8534717294245519,0,0.8446332632708807,0,0.6410619898351303,0,0.6798498793419534,0,0
28,SMD_2,AOI_0,SS_0,CC_0,0,0.9986187845303868,0.9977678571428571,0.9976798143851509,0.9943502824858758,0.0,723,176,223.50988046765778,547,0,0.0,1.5253637211355178,0,0.28576540708457676,0,0.20065928003980532,0,0.472501665780997,0,0.04418558074573307,0,0.1583552502305033,0,0.15578611666206027,0,0
21,SMD_1,AOI_2,SS_0,CC_0,0,0.9969788519637462,0.9969418960244648,0.9961240310077519,0.9777777777777777,1.5949895615866387,330,44,134.4107510580906,286,0,0.0,1.2330990984094363,0,0.43377495551396994,0,0.20065928003980532,0,0.4137356544839362,0,0.23228506225172266,0,0.27248332463352976,0,0.47094088034095,0,0
39,SMD_4,AOI_2,SS_1,CC_0,0,0.9978902953586498,0.989247311827957,0.9919354838709677,0.987012987012987,2.881045751633987,473,76,189.00969992745522,397,0,0.0,1.1037987810253846,0,0.6033369701434199,0,0.20065928003980532,0,0.091262532860818,0,0.7669472974699428,0,0.6061964404241681,0,0.3190070628856748,0,0
19,SMD_1,AOI_4,SS_4,CC_1,0,0.9961832061068703,0.9965397923875432,0.9936708860759493,0.9956140350877193,1.8115631691648821,288,157,56.62964476903123,131,0,0.0,1.2017303823576841,0,0.45486038738498963,0,0.20065928003980532,0,0.5693345733090771,0,0.31911055344100625,0,0.5215229632832599,0,0.3979306382314051,0,0
33,SMD_0,AOI_4,SS_2,0,0,0.9908256880733946,0.9895833333333334,0.9923664122137404,0.0,3.4580838323353293,130,0,57.34907729568686,130,0,0.0,1.3044438001612875,0,0.9819961841604817,0,0.20065928003980532,0,0.9143582628778679,0,0.7600926534286836,0,0.588763665718687,0,0.6798498793419534,0,0
28,SMD_2,AOI_2,SS_3,CC_0,0,0.9937106918238994,0.9943820224719101,0.9895833333333334,0.9803921568627451,1.503118503118503,177,50,58.360945845659494,127,0,0.0,1.387073588785415,0,0.8528479139504862,0,0.20065928003980532,0,0.8016054231495049,0,0.5727323829675979,0,0.6759275392460925,0,0.44245328956808594,0,0
38,SMD_1,AOI_1,0,CC_1,0,0.993006993006993,0.9761904761904762,0.0,0.9821428571428571,7.585774058577406,142,0,59.74668749534711,142,0,0.0,1.1785863906365743,0,1.065459351983268,0,0.20065928003980532,0,0.8376863318625811,0,0.8834762461713498,0,0.9125151959633361,0,0.41871363059069916,0,0
31,SMD_4,AOI_0,0,0,0,0.999,0.9988151658767772,0.0,0.0,0.48399348887683125,999,0,535.539914478837,999,0,0.0,1.3547485094394023,0,0.3437503447298809,0,0.20065928003980532,0,1.0948973410815608,0,0.9489985941919518,0,0.9125151959633361,0,0.6798498793419534,0,0
39,SMD_4,AOI_2,SS_0,0,0,0.9969135802469136,0.9961389961389961,0.9969604863221885,0.0,2.0670329670329672,328,0,154.81898031787532,328,0,0.0,1.1655798498346284,0,0.4759458192560093,0,0.20065928003980532,0,0.429521052045907,0,0.3876569938535986,0,0.09566518119222138,0,0.6798498793419534,0,0
14,SMD_1,AOI_4,SS_0,CC_0,0,0.9979838709677419,0.99609375,0.9951690821256038,0.9852941176470589,2.14453125,495,67,178.27202996170394,428,0,0.0,1.105328962296202,0,0.37579001786866584,0,0.20065928003980532,0,0.04165128338033828,0,0.3945116378948578,0,0.3994935403448921,0,0.36173844904497093,0,0
3,SMD_2,AOI_3,0,CC_1,0,0.9958847736625515,0.9942528735632183,0.0,0.9935483870967742,8.133333333333333,242,0,102.0926866463346,242,0,0.0,0.6386236746969621,0,0.7746561040954548,0,0.20065928003980532,0,0.6121806524058551,0,0.5818719083559435,0,0.9125151959633361,0,0.05133161716155854,0,0
13,SMD_1,AOI_4,SS_2,CC_1,0,0.991304347826087,0.9772727272727273,0.9795918367346939,0.9787234042553191,11.420634920634921,114,43,34.22839951463307,71,0,0.0,0.9748810089590373,0,1.0540380763864656,0,0.20065928003980532,0,0.9008279221104644,0,0.8789064834771769,0,0.7929761694114656,0,0.46144501674999533,0,0
32,SMD_2,AOI_3,SS_1,CC_1,0,0.998995983935743,0.9988998899889989,0.9987834549878345,0.9988925802879292,0.39288668320926384,995,821,71.09852319141376,174,0,0.0,1.2528001822712076,0,1.9111007804756777,0,0.20065928003980532,0,1.0858771139032917,0,1.0975158817525685,0,1.1321002373509481,0,3.6027846001786172,1,1
20,SMD_3,AOI_0,SS_0,CC_1,0,0.9989764585465711,0.997093023255814,0.9977528089887641,0.9948717948717949,0.9371807967313586,976,194,340.35998100050875,782,0,0.0,1.1743783921418272,0,0.4447847057785169,0,0.20065928003980532,0,1.0430310348065137,0,0.19344207935125365,0,0.19322079964146555,0,0.24124888898065255,0,0
33,SMD_0,AOI_3,0,CC_1,0,0.993006993006993,0.975609756097561,0.0,0.9824561403508771,5.2845188284518825,142,0,59.830315615636415,142,0,0.0,1.2837863530052556,0,1.065459351983268,0,0.20065928003980532,0,0.8376863318625811,0,0.8857611275184362,0,0.9125151959633361,0,0.4139656987952218,0,0
16,SMD_1,AOI_1,SS_2,CC_1,0,0.9970059880239521,0.9907407407407407,0.9966777408637874,0.9944444444444445,5.008695652173913,333,107,105.25959972056388,226,0,0.0,0.6439793091448223,0,0.46716022264308443,0,0.20065928003980532,0,0.4069704841002344,0,0.7326740772636466,0,0.1653962800141458,0,0.1700299120484923,0,0
1,SMD_3,AOI_1,SS_2,0,0,0.9897959183673469,0.9912280701754386,0.984375,0.0,15.737226277372264,113,0,50.04914251679709,113,0,0.0,0.7005960161650578,0,1.034709763838031,0,0.20065928003980532,0,0.9391638876181078,0,0.7189647891811282,0,0.7556202236140062,0,0.6798498793419534,0,0
28,SMD_2,AOI_4,SS_1,0,0,0.9791666666666666,0.9868421052631579,0.989247311827957,0.0,4.097674418604651,92,0,40.203648258999245,92,0,0.0,1.3568525086867758,0,1.0865447838542877,0,0.20065928003980532,0,1.0519167273464707,0,0.8057902803704118,0,0.6833987284055844,0,0.6798498793419534,0,0
39,SMD_4,AOI_0,SS_3,0,0,0.9987893462469734,0.9974424552429667,0.998546511627907,0.0,1.4067262217551235,825,0,365.2820827798703,825,0,0.0,1.0133268133883189,0,0.3964639244074301,0,0.20065928003980532,0,0.7025174588268576,0,0.08605265603819236,0,0.7983871215603097,0,0.6798498793419534,0,0
